(make guest ^name 1 ^sex m ^hobby 2)
(make guest ^name 1 ^sex m ^hobby 3)
(make guest ^name 1 ^sex m ^hobby 1)
(make guest ^name 1 ^sex m ^hobby 4)
(make guest ^name 1 ^sex m ^hobby 5)
(make guest ^name 2 ^sex f ^hobby 3)
(make guest ^name 2 ^sex f ^hobby 2)
(make guest ^name 2 ^sex f ^hobby 1)
(make guest ^name 2 ^sex f ^hobby 4)
(make guest ^name 2 ^sex f ^hobby 5)
(make guest ^name 3 ^sex f ^hobby 5)
(make guest ^name 3 ^sex f ^hobby 4)
(make guest ^name 3 ^sex f ^hobby 2)
(make guest ^name 4 ^sex m ^hobby 3)
(make guest ^name 4 ^sex m ^hobby 2)
(make guest ^name 4 ^sex m ^hobby 1)
(make guest ^name 4 ^sex m ^hobby 4)
(make guest ^name 5 ^sex m ^hobby 2)
(make guest ^name 5 ^sex m ^hobby 5)
(make guest ^name 5 ^sex m ^hobby 3)
(make guest ^name 6 ^sex f ^hobby 1)
(make guest ^name 6 ^sex f ^hobby 4)
(make guest ^name 6 ^sex f ^hobby 2)
(make guest ^name 6 ^sex f ^hobby 5)
(make guest ^name 6 ^sex f ^hobby 3)
(make guest ^name 7 ^sex f ^hobby 1)
(make guest ^name 7 ^sex f ^hobby 2)
(make guest ^name 7 ^sex f ^hobby 3)
(make guest ^name 7 ^sex f ^hobby 5)
(make guest ^name 8 ^sex m ^hobby 3)
(make guest ^name 8 ^sex m ^hobby 5)
(make guest ^name 9 ^sex m ^hobby 3)
(make guest ^name 9 ^sex m ^hobby 5)
(make guest ^name 9 ^sex m ^hobby 2)
(make guest ^name 9 ^sex m ^hobby 4)
(make guest ^name 10 ^sex m ^hobby 2)
(make guest ^name 10 ^sex m ^hobby 3)
(make guest ^name 10 ^sex m ^hobby 4)
(make guest ^name 10 ^sex m ^hobby 5)
(make guest ^name 10 ^sex m ^hobby 1)
(make guest ^name 11 ^sex m ^hobby 2)
(make guest ^name 11 ^sex m ^hobby 4)
(make guest ^name 11 ^sex m ^hobby 5)
(make guest ^name 11 ^sex m ^hobby 1)
(make guest ^name 12 ^sex f ^hobby 3)
(make guest ^name 12 ^sex f ^hobby 5)
(make guest ^name 12 ^sex f ^hobby 2)
(make guest ^name 13 ^sex f ^hobby 5)
(make guest ^name 13 ^sex f ^hobby 1)
(make guest ^name 14 ^sex m ^hobby 3)
(make guest ^name 14 ^sex m ^hobby 5)
(make guest ^name 14 ^sex m ^hobby 1)
(make guest ^name 14 ^sex m ^hobby 4)
(make guest ^name 15 ^sex m ^hobby 5)
(make guest ^name 15 ^sex m ^hobby 2)
(make guest ^name 15 ^sex m ^hobby 1)
(make guest ^name 15 ^sex m ^hobby 3)
(make guest ^name 15 ^sex m ^hobby 4)
(make guest ^name 16 ^sex m ^hobby 2)
(make guest ^name 16 ^sex m ^hobby 5)
(make guest ^name 16 ^sex m ^hobby 4)
(make guest ^name 17 ^sex m ^hobby 4)
(make guest ^name 17 ^sex m ^hobby 3)
(make guest ^name 18 ^sex f ^hobby 2)
(make guest ^name 18 ^sex f ^hobby 4)
(make guest ^name 18 ^sex f ^hobby 5)
(make guest ^name 18 ^sex f ^hobby 1)
(make guest ^name 19 ^sex m ^hobby 5)
(make guest ^name 19 ^sex m ^hobby 2)
(make guest ^name 20 ^sex m ^hobby 2)
(make guest ^name 20 ^sex m ^hobby 3)
(make guest ^name 21 ^sex m ^hobby 4)
(make guest ^name 21 ^sex m ^hobby 3)
(make guest ^name 21 ^sex m ^hobby 2)
(make guest ^name 21 ^sex m ^hobby 1)
(make guest ^name 22 ^sex m ^hobby 1)
(make guest ^name 22 ^sex m ^hobby 2)
(make guest ^name 22 ^sex m ^hobby 4)
(make guest ^name 23 ^sex f ^hobby 4)
(make guest ^name 23 ^sex f ^hobby 5)
(make guest ^name 23 ^sex f ^hobby 2)
(make guest ^name 24 ^sex f ^hobby 4)
(make guest ^name 24 ^sex f ^hobby 3)
(make guest ^name 24 ^sex f ^hobby 2)
(make guest ^name 24 ^sex f ^hobby 1)
(make guest ^name 24 ^sex f ^hobby 5)
(make guest ^name 25 ^sex m ^hobby 4)
(make guest ^name 25 ^sex m ^hobby 5)
(make guest ^name 26 ^sex m ^hobby 1)
(make guest ^name 26 ^sex m ^hobby 2)
(make guest ^name 27 ^sex m ^hobby 3)
(make guest ^name 27 ^sex m ^hobby 5)
(make guest ^name 27 ^sex m ^hobby 2)
(make guest ^name 28 ^sex f ^hobby 4)
(make guest ^name 28 ^sex f ^hobby 1)
(make guest ^name 28 ^sex f ^hobby 3)
(make guest ^name 28 ^sex f ^hobby 2)
(make guest ^name 28 ^sex f ^hobby 5)
(make guest ^name 29 ^sex f ^hobby 3)
(make guest ^name 29 ^sex f ^hobby 5)
(make guest ^name 30 ^sex m ^hobby 2)
(make guest ^name 30 ^sex m ^hobby 1)
(make guest ^name 31 ^sex m ^hobby 3)
(make guest ^name 31 ^sex m ^hobby 1)
(make guest ^name 31 ^sex m ^hobby 4)
(make guest ^name 32 ^sex f ^hobby 2)
(make guest ^name 32 ^sex f ^hobby 1)
(make guest ^name 32 ^sex f ^hobby 5)
(make guest ^name 33 ^sex f ^hobby 5)
(make guest ^name 33 ^sex f ^hobby 4)
(make guest ^name 34 ^sex m ^hobby 4)
(make guest ^name 34 ^sex m ^hobby 5)
(make guest ^name 34 ^sex m ^hobby 2)
(make guest ^name 35 ^sex f ^hobby 3)
(make guest ^name 35 ^sex f ^hobby 1)
(make guest ^name 35 ^sex f ^hobby 4)
(make guest ^name 35 ^sex f ^hobby 5)
(make guest ^name 35 ^sex f ^hobby 2)
(make guest ^name 36 ^sex m ^hobby 1)
(make guest ^name 36 ^sex m ^hobby 4)
(make guest ^name 36 ^sex m ^hobby 2)
(make guest ^name 36 ^sex m ^hobby 3)
(make guest ^name 37 ^sex f ^hobby 4)
(make guest ^name 37 ^sex f ^hobby 2)
(make guest ^name 37 ^sex f ^hobby 1)
(make guest ^name 38 ^sex f ^hobby 3)
(make guest ^name 38 ^sex f ^hobby 1)
(make guest ^name 38 ^sex f ^hobby 2)
(make guest ^name 38 ^sex f ^hobby 4)
(make guest ^name 39 ^sex m ^hobby 5)
(make guest ^name 39 ^sex m ^hobby 2)
(make guest ^name 40 ^sex m ^hobby 2)
(make guest ^name 40 ^sex m ^hobby 3)
(make guest ^name 41 ^sex f ^hobby 5)
(make guest ^name 41 ^sex f ^hobby 3)
(make guest ^name 42 ^sex m ^hobby 5)
(make guest ^name 42 ^sex m ^hobby 4)
(make guest ^name 43 ^sex m ^hobby 3)
(make guest ^name 43 ^sex m ^hobby 4)
(make guest ^name 43 ^sex m ^hobby 5)
(make guest ^name 44 ^sex f ^hobby 2)
(make guest ^name 44 ^sex f ^hobby 4)
(make guest ^name 44 ^sex f ^hobby 3)
(make guest ^name 44 ^sex f ^hobby 1)
(make guest ^name 45 ^sex m ^hobby 2)
(make guest ^name 45 ^sex m ^hobby 4)
(make guest ^name 46 ^sex m ^hobby 4)
(make guest ^name 46 ^sex m ^hobby 1)
(make guest ^name 46 ^sex m ^hobby 5)
(make guest ^name 47 ^sex m ^hobby 2)
(make guest ^name 47 ^sex m ^hobby 5)
(make guest ^name 47 ^sex m ^hobby 4)
(make guest ^name 48 ^sex f ^hobby 3)
(make guest ^name 48 ^sex f ^hobby 1)
(make guest ^name 49 ^sex m ^hobby 1)
(make guest ^name 49 ^sex m ^hobby 5)
(make guest ^name 49 ^sex m ^hobby 4)
(make guest ^name 49 ^sex m ^hobby 3)
(make guest ^name 49 ^sex m ^hobby 2)
(make guest ^name 50 ^sex m ^hobby 2)
(make guest ^name 50 ^sex m ^hobby 4)
(make guest ^name 50 ^sex m ^hobby 3)
(make guest ^name 51 ^sex m ^hobby 1)
(make guest ^name 51 ^sex m ^hobby 2)
(make guest ^name 51 ^sex m ^hobby 5)
(make guest ^name 51 ^sex m ^hobby 4)
(make guest ^name 52 ^sex f ^hobby 5)
